scenario,seed,dataset,detector_profile,status,tp,fp,tn,fn,precision,recall,f1,roc_auc
gradual-poisoning,19,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
